publication,year,endorsed,Party,City,Latitude,Longitude,source,source2,notes
Orange County Register,1980,None,None,"Santa Ana, CA",33.7455731,-117.8678338,"Email from Ian Wheeler, Orange County Register Head Librarian",,
Orange County Register,1984,None,None,"Santa Ana, CA",33.7455731,-117.8678338,"Email from Ian Wheeler, Orange County Register Head Librarian",,"Have not found explicit confirmation of a non-endorsement in 1984, but their 1980 editorial plus other references indicate that their no-endorsement policy has been consistent"
Orange County Register,1988,None,None,"Santa Ana, CA",33.7455731,-117.8678338,"Editor & Publisher. Volume 121, Issue 45. Nov 5, 1988. p. 10.",,
Orange County Register,1992,None,None,"Santa Ana, CA",33.7455731,-117.8678338,"""Stand down, Mr. Bush"", Aug 2, 1992 edition",,"Published an editorial asking President Bush not to stand for reelection (don't consider this a true ""anti-endorsement"" because it doesn't advise any vote for or against)"
Orange County Register,1996,None,None,"Santa Ana, CA",33.7455731,-117.8678338,"""None of the above."" Orange County Register. Nov 5, 1996. p. B8.",,
Orange County Register,2000,None,None,"Santa Ana, CA",33.7455731,-117.8678338,"""Questions for the candidates."" Orange County Register. Oct 11, 2000. p. B10. ",,
Orange County Register,2004,None,None,"Santa Ana, CA",33.7455731,-117.8678338,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Orange County Register,2008,None,None,"Santa Ana, CA",33.7455731,-117.8678338,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Orange County Register,2012,None,None,"Santa Ana, CA",33.7455731,-117.8678338,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Salt Lake Tribune,1980,None,None,"Salt Lake City, UT",40.7607793,-111.8910474,"Email from Tim Fitzpatrick, Salt Lake Tribune Editorial Page Editor",,
Salt Lake Tribune,1984,None,None,"Salt Lake City, UT",40.7607793,-111.8910474,"Email from Tim Fitzpatrick, Salt Lake Tribune Editorial Page Editor",,
Salt Lake Tribune,1988,None,None,"Salt Lake City, UT",40.7607793,-111.8910474,"Email from Tim Fitzpatrick, Salt Lake Tribune Editorial Page Editor",,
Salt Lake Tribune,1992,None,None,"Salt Lake City, UT",40.7607793,-111.8910474,"Email from Tim Fitzpatrick, Salt Lake Tribune Editorial Page Editor",,
Salt Lake Tribune,1996,None,None,"Salt Lake City, UT",40.7607793,-111.8910474,"Email from Tim Fitzpatrick, Salt Lake Tribune Editorial Page Editor",,
Salt Lake Tribune,2000,None,None,"Salt Lake City, UT",40.7607793,-111.8910474,"Email from Tim Fitzpatrick, Salt Lake Tribune Editorial Page Editor",,One source said they endorsed Bush in 2000 but that seems to be incorrect
Denver Post,1980,None,None,"Denver, CO",39.7392358,-104.990251,"https://news.google.com/newspapers?nid=1346&dat=19801102&id=dkdNAAAAIBAJ&sjid=IPsDAAAAIBAJ&pg=4999,449161&hl=en",,
Austin American-Statesman,2012,None,None,"Austin, TX",30.267153,-97.7430608,http://www.statesman.com/news/news/opinion/hiott-no-american-statesman-endorsement-in-preside/nSwGQ/,,
Austin American-Statesman,2016,None,None,"Austin, TX",30.267153,-97.7430608,http://viewpoints.blog.statesman.com/2016/02/15/heres-why-we-are-not-endorsing-in-the-presidential-primary/,,
Oklahoman,2016,None,None,"Oklahoma City, OK",35.4675602,-97.5164276,http://newsok.com/on-nov.-8-good-of-the-country-must-come-first/article/5522581,,Endorsed voting for Republican congressional candidates without endorsing a presidential candidate
Wichita Eagle,2008,None,None,"Wichita, KS",37.6871761,-97.330053,http://www.nytimes.com/interactive/2008/11/03/us/politics/20081103-endorse-graphic.html,,
Wichita Eagle,2012,None,None,"Wichita, KS",37.6871761,-97.330053,http://www.mcclatchydc.com/news/politics-government/election/article24739309.html,,
Tulsa World,2016,None,None,"Tulsa, OK",36.1539816,-95.992775,http://www.tulsaworld.com/opinion/editorials/tulsa-world-editorial-endorsement-for-president-none-of-the-above/article_acd669eb-a7c8-51ec-9675-246a990faa9a.html?mode=jqm,,
St. Paul Pioneer Press,1980,None,None,"St. Paul, MN",44.9537029,-93.0899578,"""Newspapers make endorsements."" New York Times. Oct 27, 1980. p. B8.",,
St. Paul Pioneer Press,1988,None,None,"St. Paul, MN",44.9537029,-93.0899578,"https://news.google.com/newspapers?nid=1980&dat=19881102&id=WH8iAAAAIBAJ&sjid=G6oFAAAAIBAJ&pg=1227,1309848",,"Endorsed both candidates after editorial board split, debatable whether this should be counted as ""both"" or ""none"" since it's a single paper"
St. Paul Pioneer Press,2008,None,None,"St. Paul, MN",44.9537029,-93.0899578,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
St. Paul Pioneer Press,2012,None,None,"St. Paul, MN",44.9537029,-93.0899578,https://www.minnpost.com/braublog/2012/10/why-st-paul-pioneer-press-dropped-political-endorsements,,
Baton Rouge Advocate,1992,None,None,"Baton Rouge, LA",30.4582829,-91.1403196,"Email from Judy Jumonville, Advocate Library Manager",,"Advocate stopped endorsing candidates in 1992, has continued that policy since"
Baton Rouge Advocate,1996,None,None,"Baton Rouge, LA",30.4582829,-91.1403196,"Email from Judy Jumonville, Advocate Library Manager",,"Advocate stopped endorsing candidates in 1992, has continued that policy since"
Baton Rouge Advocate,2000,None,None,"Baton Rouge, LA",30.4582829,-91.1403196,"Email from Judy Jumonville, Advocate Library Manager",,"Advocate stopped endorsing candidates in 1992, has continued that policy since"
Baton Rouge Advocate,2004,None,None,"Baton Rouge, LA",30.4582829,-91.1403196,"Email from Judy Jumonville, Advocate Library Manager",,"Advocate stopped endorsing candidates in 1992, has continued that policy since"
Baton Rouge Advocate,2008,None,None,"Baton Rouge, LA",30.4582829,-91.1403196,"Email from Judy Jumonville, Advocate Library Manager",,"Advocate stopped endorsing candidates in 1992, has continued that policy since"
Baton Rouge Advocate,2012,None,None,"Baton Rouge, LA",30.4582829,-91.1403196,"Email from Judy Jumonville, Advocate Library Manager",,"Advocate stopped endorsing candidates in 1992, has continued that policy since"
New Orleans Times-Picayune,1980,None,None,"New Orleans, LA",29.9510658,-90.0715323,"https://news.google.com/newspapers?nid=1955&dat=19801102&id=W_chAAAAIBAJ&sjid=FKEFAAAAIBAJ&pg=4337,407405&hl=en",,
New Orleans Times-Picayune,1996,None,None,"New Orleans, LA",29.9510658,-90.0715323,"""For president, we pass."" New Orleans Times-Picayune. Oct 27, 1996. p. B6.",,
New Orleans Times-Picayune,2004,None,None,"New Orleans, LA",29.9510658,-90.0715323,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
New Orleans Times-Picayune,2012,None,None,"New Orleans, LA",29.9510658,-90.0715323,http://www.nola.com/opinions/index.ssf/2012/10/a_note_to_our_times-picayune_n.html,,
Memphis Commercial Appeal,2012,None,None,"Memphis, TN",35.1495343,-90.0489801,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Daily Herald (Illinois),1992,None,None,"Arlington Heights, IL",42.0883603,-87.9806265,http://articles.chicagotribune.com/1992-10-29/news/9204070989_1_endorsement-bill-clinton-president-bush,,
Milwaukee Journal Sentinel,2000,None,None,"Milwaukee, WI",43.0389025,-87.9064736,https://www.gwu.edu/~action/states/widet.htm,,
Milwaukee Journal Sentinel,2012,None,None,"Milwaukee, WI",43.0389025,-87.9064736,http://archive.jsonline.com/news/opinion/why-we-wont-make-endorsements-1b7bd30-175955471.html,,
Chicago Sun-Times,2012,None,None,"Chicago, IL",41.8781136,-87.6297982,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Northwest Indiana Times,2016,None,None,"Munster, IN",41.5644798,-87.5125412,http://www.nwitimes.com/news/opinion/columnists/bob-heisse/bob-heisse-tv-times-election-endorsements-rolling-out/article_c252d93b-5a36-51a3-bb5c-ea73f8569313.html,,
Birmingham News,2012,None,None,"Birmingham, AL",33.5206608,-86.80249,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Indianapolis Star,2008,None,None,"Indianapolis, IN",39.768403,-86.158068,http://www.wthr.com/article/indianapolis-star-passes-presidential-endorsement,,
Indianapolis Star,2012,None,None,"Indianapolis, IN",39.768403,-86.158068,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Atlanta Journal-Constitution,2012,None,None,"Atlanta, GA",33.7489954,-84.3879824,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Dayton Daily News,2012,None,None,"Dayton, OH",39.7589478,-84.1916069,http://www.daytondailynews.com/news/news/local-govt-politics/why-were-not-endorsing/nSspX/,,
Knoxville News Sentinel,2012,None,None,"Knoxville, TN",35.9606384,-83.9207392,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Detroit News,2004,None,None,"Detroit, MI",42.331427,-83.0457538,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Sarasota Herald-Tribune,2012,None,None,"Sarasota, FL",27.3364347,-82.5306527,http://www.heraldtribune.com/opinion/20121026/election-recommendations,,
Tampa Tribune,2004,None,None,"Tampa, FL",27.950575,-82.4571776,http://articles.latimes.com/2004/oct/29/nation/na-endorse29,,
Cleveland Plain Dealer,2004,None,None,"Cleveland, OH",41.49932,-81.6943605,http://www.cleveland.com/opinion/index.ssf/2012/10/plain_dealer_presidential_endo.html,,
Florida Times-Union,2008,None,None,"Jacksonville, FL",30.3321838,-81.655651,http://jacksonville.com/tu-online/stories/101908/opi_345671362.shtml#.V_EtbZMrIcg,,Editorial board split
Orlando Sentinel,1980,None,None,"Orlando, FL",28.5383355,-81.3792365,http://articles.orlandosentinel.com/2012-10-19/opinion/os-ed-sentinel-presidential-endorsements-102112-20121019_1_endorsements-mitt-romney-orlando-sentinel,,
State (Columbia),2012,None,None,"Columbia, SC",34.0007104,-81.0348144,http://www.mcclatchydc.com/news/politics-government/election/article24739309.html,,
Daytona Beach News-Journal,2012,None,None,"Daytona Beach, FL",29.2108147,-81.0228331,http://www.p2012.org/media/newspendorsegen/index.html,,
Miami Herald,1992,None,None,"Miami, FL",25.7616798,-80.1917902,https://news.google.com/newspapers?id=dnpIAAAAIBAJ&sjid=Bg8EAAAAIBAJ&pg=5010%2C6116161,,
Miami Herald,1996,None,None,"Miami, FL",25.7616798,-80.1917902,http://articles.sun-sentinel.com/1996-11-04/news/9611030251_1_endorsements-tight-race-newspapers-editorial,,
Palm Beach Post,2012,None,None,"Palm Beach, FL",26.7056206,-80.0364297,http://www.palmbeachpost.com/news/news/opinion/the-post-endorses/nSnmQ/,,
Charleston Post and Courier,1992,None,None,"Charleston, SC",32.7764749,-79.9310512,"""Reservations about them all."" Charleston Post and Courier. Nov 1, 1992. p. 18A.",,Provided by the Charleston County Public Library's South Carolina History Room
Greensboro News & Record,2008,None,None,"Greensboro, NC",36.0726354,-79.7919754,,,
Greensboro News & Record,2012,None,None,"Greensboro, NC",36.0726354,-79.7919754,,,
Rochester Democrat & Chronicle,1980,None,None,"Rochester, NY",43.16103,-77.6109219,"https://news.google.com/newspapers?nid=1346&dat=19801102&id=dkdNAAAAIBAJ&sjid=IPsDAAAAIBAJ&pg=4999,449161&hl=en",,
USA Today,1980,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,1984,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,1988,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,1992,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,1996,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,2000,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,2004,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,2008,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
USA Today,2012,None,None,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
Washington Post,1988,None,None,"Washington, DC",38.9071923,-77.0368707,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Baltimore Sun,1984,None,None,"Baltimore, MD",39.2903848,-76.6121893,http://articles.baltimoresun.com/1992-10-04/news/1992278148_1_sun-sterne-endorsing-a-presidential,,
Baltimore Sun,1988,None,None,"Baltimore, MD",39.2903848,-76.6121893,http://articles.baltimoresun.com/1992-10-04/news/1992278148_1_sun-sterne-endorsing-a-presidential,,
Baltimore Sun,1992,None,None,"Baltimore, MD",39.2903848,-76.6121893,http://articles.baltimoresun.com/1992-10-04/news/1992278148_1_sun-sterne-endorsing-a-presidential,,
Baltimore Sun,1996,None,None,"Baltimore, MD",39.2903848,-76.6121893,http://articles.baltimoresun.com/1996-10-27/news/1996301002_1_grand-ambitions-clinton-dole,,
Norfolk Virginian-Pilot,2008,None,None,"Norfolk, VA",36.8507689,-76.2858726,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Norfolk Virginian-Pilot,2012,None,None,"Norfolk, VA",36.8507689,-76.2858726,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Syracuse Post-Standard,2004,None,None,"Syracuse, NY",43.0481221,-76.1474244,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Syracuse Post-Standard,2012,None,None,"Syracuse, NY",43.0481221,-76.1474244,http://blog.syracuse.com/opinion/2012/11/for_president_an_uninspiring_i.html,,
Allentown Morning Call,2008,None,None,"Allentown, PA",40.6084305,-75.4901833,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Allentown Morning Call,2012,None,None,"Allentown, PA",40.6084305,-75.4901833,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Wall Street Journal,1980,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,1984,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,1988,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,1992,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,1996,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,2000,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,2004,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,2008,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Wall Street Journal,2012,None,None,"New York, NY",40.7127837,-74.0059413,http://www.wsj.com/articles/neither-for-president-1472598887,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1385&context=srhonors_theses,
Newsday (New York),1980,None,None,"Melville, NY",40.7934322,-73.4151214,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),1984,None,None,"Melville, NY",40.7934322,-73.4151214,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Boston Herald,2016,None,None,"Boston, MA",42.3600825,-71.0588801,http://www.bostonherald.com/opinion/editorials/2016/10/editorial_none_of_the_above_for_president,,
Honolulu Star-Advertiser,1992,Clinton/None,None/Democrat,"Honolulu, HI",21.3069444,-157.8583333,"https://news.google.com/newspapers?nid=1957&dat=19921026&id=hZNGAAAAIBAJ&sjid=s-kMAAAAIBAJ&pg=1919,7004109","Associated Press. ""Campaign '92 Almanac."" Galveston Daily News. Oct 30, 1992. p. 13.","Honolulu Star-Bulletin endorsed Clinton, Honolulu Advertiser did not endorse"
Honolulu Star-Advertiser,2008,Obama/None,None/Democrat,"Honolulu, HI",21.3069444,-157.8583333,http://archives.starbulletin.com/content/20081104_Advertiser_opts_not_to_endorse_any_candidate_for_president,http://archives.starbulletin.com/2008/06/05/editorial/editorial01.html,"Honolulu Star-Bulletin endorsed Obama, Honolulu Advertiser did not endorse"
Fort Worth Star-Telegram,2016,Not Trump,Other,"Fort Worth, TX",32.7554883,-97.3307658,http://www.star-telegram.com/opinion/editorials/article109599257.html,,
USA Today,2016,Not Trump,Other,"Tysons Corner, VA",38.9187222,-77.2310925,http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/,,
Arkansas Democrat-Gazette,2000,Bush,Republican,"Little Rock, AK",58.6648678,-156.5202356,https://www.gwu.edu/~action/natendorse5.html,,
Arkansas Democrat-Gazette,2004,Bush,Republican,"Little Rock, AK",58.6648678,-156.5202356,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Arkansas Democrat-Gazette,2008,McCain,Republican,"Little Rock, AK",58.6648678,-156.5202356,http://www.arkansasonline.com/news/2008/nov/02/editorials-john-mccain-20081102/,,
Arkansas Democrat-Gazette,2012,Romney,Republican,"Little Rock, AK",58.6648678,-156.5202356,http://www.arkansasonline.com/news/2012/oct/23/our-endorsements-so-far-20121023/,,
Oregonian,1980,Reagan,Republican,"Portland, OR",45.5230622,-122.6764816,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Oregonian,1984,Reagan,Republican,"Portland, OR",45.5230622,-122.6764816,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Oregonian,1988,Bush,Republican,"Portland, OR",45.5230622,-122.6764816,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Oregonian,2000,Bush,Republican,"Portland, OR",45.5230622,-122.6764816,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Tacoma News Tribune,1980,Reagan,Republican,"Tacoma, WA",47.2528768,-122.4442906,Confirmed by Tacoma Public Library via phone,,
Tacoma News Tribune,1984,Reagan,Republican,"Tacoma, WA",47.2528768,-122.4442906,Confirmed by Tacoma Public Library via phone,,
San Francisco Chronicle,1980,Reagan,Republican,"San Francisco, CA",37.7749295,-122.4194155,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
San Francisco Chronicle,1984,Reagan,Republican,"San Francisco, CA",37.7749295,-122.4194155,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
San Francisco Chronicle,1988,Bush,Republican,"San Francisco, CA",37.7749295,-122.4194155,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
San Francisco Chronicle,1992,Bush,Republican,"San Francisco, CA",37.7749295,-122.4194155,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Seattle Times,1980,Reagan,Republican,"Seattle, WA",47.6062095,-122.3320708,http://old.seattletimes.com/html/opinion/2001959660_vesely20.html,,
Seattle Post-Intelligencer,1984,Reagan,Republican,"Seattle, WA",47.6062095,-122.3320708,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,
Seattle Times,1984,Reagan,Republican,"Seattle, WA",47.6062095,-122.3320708,http://old.seattletimes.com/html/opinion/2001959660_vesely20.html,,
Seattle Post-Intelligencer,1988,Bush,Republican,"Seattle, WA",47.6062095,-122.3320708,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Seattle Times,2000,Bush,Republican,"Seattle, WA",47.6062095,-122.3320708,http://old.seattletimes.com/html/opinion/2001959660_vesely20.html,,
Contra Costa Times,1984,Reagan,Republican,"Walnut Creek, CA",37.9100783,-122.0651819,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,
Contra Costa Times,2000,Bush,Republican,"Walnut Creek, CA",37.9100783,-122.0651819,https://www.gwu.edu/~action/natendorse5.html,,
Los Angeles Daily News,1984,Reagan,Republican,"Los Angeles, CA",34.0522342,-118.2436849,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Los Angeles Daily News,1988,Bush,Republican,"Los Angeles, CA",34.0522342,-118.2436849,"""Bush for president."" Los Angeles Daily News. Oct 30, 1988. p. VPT2.",,
Los Angeles Daily News,1996,Dole,Republican,"Los Angeles, CA",34.0522342,-118.2436849,"""Dole for president."" Los Angeles Daily News. Nov 3, 1996. p. V2.",,
Investor's Business Daily,2000,Bush,Republican,"Los Angeles, CA",34.0522342,-118.2436849,https://www.gwu.edu/~action/natendorse5.html,,
Los Angeles Daily News,2000,Bush,Republican,"Los Angeles, CA",34.0522342,-118.2436849,https://www.gwu.edu/~action/natendorse5.html,,
Investor's Business Daily,2004,Bush,Republican,"Los Angeles, CA",34.0522342,-118.2436849,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Investor's Business Daily,2008,McCain,Republican,"Los Angeles, CA",34.0522342,-118.2436849,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Investor's Business Daily,2012,Romney,Republican,"Los Angeles, CA",34.0522342,-118.2436849,http://www.investors.com/politics/editorials/romney-has-character-skills-experience-for-presidency/,,
Los Angeles Daily News,2012,Romney,Republican,"Los Angeles, CA",34.0522342,-118.2436849,http://www.dailynews.com/opinion/20121026/los-angeles-news-group-endorsement-mitt-romney-for-president,,
Spokane Spokesman-Review,1980,Reagan,Republican,"Spokane, WA",47.6587802,-117.4260466,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,"Listed as ""Spokane News-Review"""
Spokane Spokesman-Review,1984,Reagan,Republican,"Spokane, WA",47.6587802,-117.4260466,"Email from Mary Beth Donelan, Spokesman-Review research administrator ",,
Spokane Spokesman-Review,1988,Bush,Republican,"Spokane, WA",47.6587802,-117.4260466,"Editor & Publisher. Volume 121, Issue 44. Oct 29, 1988. pp. 10-11.",,
Spokane Spokesman-Review,1996,Dole,Republican,"Spokane, WA",47.6587802,-117.4260466,"Email from Mary Beth Donelan, Spokesman-Review research administrator ",,
Spokane Spokesman-Review,2000,Bush,Republican,"Spokane, WA",47.6587802,-117.4260466,https://www2.gwu.edu/~action/natendorse5.html,,
Spokane Spokesman-Review,2004,Bush,Republican,"Spokane, WA",47.6587802,-117.4260466,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Spokane Spokesman-Review,2008,McCain,Republican,"Spokane, WA",47.6587802,-117.4260466,https://www2.gwu.edu/~action/2008/media08/endorsements/endorse08newspgen.html,,
Spokane Spokesman-Review,2012,Romney,Republican,"Spokane, WA",47.6587802,-117.4260466,http://www.spokesman.com/stories/2012/oct/21/editorial-romney-has-better-shot-at-solving/,,
Riverside Press-Enterprise,2000,Bush,Republican,"Riverside, CA",33.9533487,-117.3961564,https://www.gwu.edu/~action/natendorse5.html,,
Riverside Press-Enterprise,2004,Bush,Republican,"Riverside, CA",33.9533487,-117.3961564,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Riverside Press-Enterprise,2008,McCain,Republican,"Riverside, CA",33.9533487,-117.3961564,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Riverside Press-Enterprise,2012,Romney,Republican,"Riverside, CA",33.9533487,-117.3961564,http://www.pe.com/articles/romney-666381-obama-economy.html,,
San Diego Union Tribune,1980,Reagan,Republican,"San Diego, CA",32.715738,-117.1610838,http://www.upi.com/Archives/1980/10/27/TV-Guide-magazine-Monday-endorsed-Ronald-Reagan-for-president/3419341470800/,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",San Diego Union and San Diego Tribune both endorsed Reagan
San Diego Union Tribune,1984,Reagan,Republican,"San Diego, CA",32.715738,-117.1610838,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.","""Re-elect President Reagan."" San Diego Evening Tribune. Nov 2, 1984. p. B10.",San Diego Union and San Diego Tribune both endorsed Reagan
San Diego Union Tribune,1988,Bush,Republican,"San Diego, CA",32.715738,-117.1610838,http://www.upi.com/Archives/1988/10/31/Endorsements-show-distaste-for-88-campaign/8214594277200/,"""George Bush for president."" San Diego Evening Tribune. Oct 27, 1988. p. B10.",San Diego Union and San Diego Tribune both endorsed Bush
San Diego Union Tribune,1992,Bush,Republican,"San Diego, CA",32.715738,-117.1610838,http://articles.chicagotribune.com/1992-10-22/news/9204050599_1_democrat-bill-clinton-president-bush-usa-today-poll,,
San Diego Union Tribune,1996,Dole,Republican,"San Diego, CA",32.715738,-117.1610838,"Email from Matthew Hall, San Diego Union-Tribune Editorial and Opinion Director",,
San Diego Union Tribune,2000,Bush,Republican,"San Diego, CA",32.715738,-117.1610838,http://www.nber.org/papers/w14445.pdf,,
San Diego Union Tribune,2004,Bush,Republican,"San Diego, CA",32.715738,-117.1610838,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
San Diego Union Tribune,2008,McCain,Republican,"San Diego, CA",32.715738,-117.1610838,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
San Diego Union Tribune,2012,Romney,Republican,"San Diego, CA",32.715738,-117.1610838,http://webcache.googleusercontent.com/search?q=cache:9wCjgI_VT3oJ:www.sandiegouniontribune.com/news/2012/nov/03/bring-in-the-turnaround-expert-the-case-for-romney/+&cd=1&hl=en&ct=clnk&gl=us,,
Las Vegas Review-Journal,1980,Reagan,Republican,"Las Vegas, NV",36.1699412,-115.1398296,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Las Vegas Review-Journal,1984,Reagan,Republican,"Las Vegas, NV",36.1699412,-115.1398296,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,
Las Vegas Review-Journal,1988,Bush,Republican,"Las Vegas, NV",36.1699412,-115.1398296,"Email from John Kerr, Las Vegas Review-Journal Editorial Writer",,
Las Vegas Review-Journal,1992,Bush,Republican,"Las Vegas, NV",36.1699412,-115.1398296,"Email from John Kerr, Las Vegas Review-Journal Editorial Writer",,
